date,Neil deGrasse Tyson,Cristiano Ronaldo,isPartial,Earl K. Sneed,Donald Trump,George H.W. Bush,Justin Caldbeck,Borris Miles,Dan Johnson,Ed Murray,Bobby Scott,Hadrian Belove,Shadie Elnashai,T. Florian Jaeger,Corey Lewandowski,Cristina Garcia,Tony Cárdenas,Corey Coleman,David Marchant,Tom Frieden,David Keyes,Eric Bauman,Travis Kalanick,Dave McClure,Roman Polanski,Chris Sacca,Harold Ford Jr.,Bob Weinstein,Chris Savino,Cliff Hite,Lars von Trier,Andy Rubin,Bill O'Reilly,Scott Courtney,Tyler Grasham,Sean Hannity,James Toback,Terry Richardson,Caleb Jennings,Ethan Kath,Leon Wieseltier,Steve Jurvetson,Erick Guerrero,Eric Bolling,Knight Landesman,Ken Baker,Charles Payne,Rick Najera,Kirt Webster,Harry Knowles,Hamilton Fish,David Corn,Kaj Larsen,Ira Silverstein,John Hockenberry,Paul Whalen,Todd F. Heatherton,William M. Kelley,Adrian Carrasquillo,Dustin Hoffman,Jeff Hoover,Robert Moore,Ryan Seacrest,David Guillod,Kendall Fells,Alex Jones,Adam Venit,Howie Rubin,Jack Latvala,Michael Hafford,Tom Brokaw,Christian Rodriguez,Don Shooter,Dwayne Duron Marshall,Benjamin Genocchio,Dan Schoen,Jeffrey Tambor,Kimberly Guilfoyle,André Balazs,Jesse Lacey,Louis C.K.,Matthew Weiner,Roy Moore,"Robert ""R."" Kelly",Tony Cornish,Tony Mendoza,Nelly,Ben Affleck,Calvin Smyre,Eddie Berganza,Gary Goddard,Oliver Stone,Jann Wenner,Jim DeCesare,Larry Nassar,Michael Meredith,David Blaine,Nick Carter,Mark Schwahn,Peter Aalbæk Jensen,Tom Sizemore,Vince Ingenito,Andy Henry,Robert Knepper,Jeff Kruse,Steven Seagal,George Takei,Richard Dreyfuss,Wes Goodman,Ron Jeremy,David Sweeney,Matt Zimmerman,Randy Baumgardner,Stephen Bittel,Sylvester Stallone,Melanie Martinez,Murray Miller,Jon Heely,Stan Lee,Aziz Ansari,Bruce Weber,Raul Bocanegra,John Lasseter,Jean-Claude Arnault,Matt Lauer,Garrison Keillor,Michael Douglas,David Copperfield,Geoffrey Rush,Israel Horovitz,Justin Huff,Scott Baio,Daniel Handler,Josh Zepnick,Allison Mack,Dean Westlake,James Levine,Bryan Singer,Matt Dababneh,Peter Martins,Boyd Tinsley,Sam Isaly,Luc Besson,Carlos Uresti,Dylan Howard,Jonathan Schwartz,Leonard Lopate,Lorin Stein,Matt Manweller,Chris Hardwick,Joe Alexander,Trent Franks,Alex Kozinski,Michael Weatherly,Frankie Shaw,Morgan Freeman,Jonathan Kaiman,Jay Asher,Jim Walsh,Mario Batali,James Dashner,Patrick Witty,Tom Ashbrook,Ben Vereen,David Diaz,Ken Friedman,Tavis Smiley,Brad Kern,Rhys James,Mike Germano,Andrea Ramsey,James Rosen,Jerry Richardson,Max Ogden,Stephen Henderson,Daylin Leach,Morgan Spurlock,Chuck Close,Don Hazen,Dustin Marshall,Marcelo Gomes,Ike Taylor,Heath Evans,Andrew Creighton,Ryan Lizza,Marshall Faulk,Eric Davis,Charlie Hallowell,H. Brandt Ayers,Dan Harmon,Albert Schultz,Donovan McNabb,Steve Butts,Andy Savage,Ruben Kihuen,Kevin Braun,Shervin Pishevar,Jeremy Tooker,Russell Simmons,Cameron Mitchell,Jeffrey Klein,James Franco,William G. Jacoby,Jason Mojica,Danny Masterson,Joel Kramer,Mario Testino,Brett Ratner,Ross Levinsohn,Patrick Meehan,Gordon Edelstein,Jeremy Piven,Barry Lubin,John Kenneally,Alexander Jones,Matt Mondanile,Zach Fansler,Burns Strider,Andy Signore,Dillon Bates,Charlie Walk,Dayan Candappa,John Copley,John Conyers Jr.,Jeff Franklin,Lawrence M. Krauss,Paul Marciano,Joseph M. Souki,Vincent Cirrincione,Bradley Garner,Daniel Zwerdling,Alec Klein,Javier Palomarez,Paul Shapiro,Ed Crane,Sean Hutchison,Wayne Pacelle,Steve Wynn,Eric Greitens,Andre Passos,David Bellemere,Greg Kadel,Karl Templer,Patrick Demarchelier,Seth Sabal,Nicholas Kettle,Paul Haggis,Terdema Ussery,T.J. Miller,Eric Weinberger,Michael Feinberg,Philip Berk,David Sawyer,John Moore,Jorge Domínguez,Jorge I. Domínguez,Blake Farenthold,Duane Hall,Johnny Iuzzini,Tony Tooke,Sherman Alexie,Angel Arce,Richard Meier,Michael Ferro,Michael W. Ferro Jr.,Mike Isabella,Robert Reece,Bill Hybels,Nicholas Nixon,William D. Strampel,Keith Raniere,John Kricfalusi,Benjamin Sparks,Benton Strong,Glenn Thrush,Justin Parish,Charlie Rose,Al Franken,Clay Johnson,Junot Díaz,Nick Miccarelli,Eric Schneiderman,Roy Frumkes,Ameer Vann,Howard Kwait,George Tyndall,Paul Rosenthal,Steve Lebsock,Mohamed Muqtar,Robert Haufrecht,Brian Linder,"Roland G. Fryer, Jr.",Nate Boulton,Andrew Kreisberg,Lou Lang,Ed Westwick,Curt Anderson,Mark Mellor,Francisco J. Ayala,Curtis Hill,Demos Parneros,Antonin Kratochvil,Sam Adams,Rick Day,Bernard Uzan,William Preucil,Michael Oreskes,Mel Watt,Andy Dick,Nick Sauer,Kevin Spacey,Les Moonves,Avital Ronell,Asia Argento,Mark Halperin,Ron Carlson,Gerard Depardieu,Chase Finlay,Steven Wilder Striegel,Leslie Moonves,John Besh,Brett Kavanaugh,Amar Ramasar,Zachary Catazaro,Cody Wilson,Adam Berkowitz,Charles Schwertner,Albert J. Alvarez,Amit Singhal,Robert Scoble,Richard DeVaul,Roy Price,Lockhart Steele,Harvey Weinstein
2018-07-22,1,22,False,0,70,0,0,0,3,9,48,0,0,0,1,14,0,2,0,2,3,0,17,0,11,25,0,1,2,0,8,0,6,7,1,7,0,3,0,1,0,5,2,13,0,13,34,0,1,5,18,50,2,0,1,0,0,0,0,7,0,1,6,0,0,12,2,2,4,0,2,8,1,0,0,0,5,100,0,1,1,0,0,0,0,0,34,18,0,0,0,26,1,0,3,3,36,9,1,0,6,1,8,12,1,32,4,11,0,57,1,3,1,0,1,3,0,0,0,1,0,0,3,0,0,1,14,28,6,5,0,2,0,0,9,0,2,5,0,2,21,0,14,8,3,2,4,0,1,16,0,0,0,6,2,8,0,5,4,2,0,0,2,10,25,0,1,7,13,0,0,1,0,1,18,0,2,14,0,1,21,2,4,0,0,3,8,6,0,100,0,6,1,1,1,46,4,0,3,29,3,6,0,0,6,0,1,1,0,1,0,5,0,2,3,0,0,0,2,0,8,0,18,0,4,0,3,0,0,2,0,0,5,31,2,5,1,2,1,0,11,0,4,11,0,0,4,0,4,1,2,1,1,17,0,0,1,1,2,0,6,7,6,6,0,14,3,5,0,0,12,1,1,0,2,0,1,0,0,0,1,0,0,6,0,7,2,0,0,0,0,0,1,1,0,7,0,0,13,23,1,9,33,11,11,96,0,13,13,0,1,2,0,1,0,0,21,0,0,24,1,1,0,5,13,0,0,0,4,0,1,10,0,1
2018-07-29,0,19,False,0,57,1,0,0,2,14,34,11,11,0,2,33,0,35,0,0,3,1,15,0,10,48,0,1,1,0,8,1,5,7,0,7,0,3,0,0,0,5,4,8,0,17,44,0,0,3,20,52,2,0,0,1,0,0,0,7,0,1,8,1,0,16,0,0,1,0,2,8,1,0,3,0,5,57,0,1,0,0,2,2,2,0,34,19,0,0,0,29,0,0,1,3,28,17,1,0,5,0,6,12,1,33,5,9,0,59,1,5,0,0,1,3,0,0,0,1,0,0,3,0,0,1,17,27,6,8,1,5,0,0,5,0,2,4,0,1,12,0,15,11,6,2,1,1,6,7,0,0,0,6,2,7,0,8,4,2,0,0,1,7,26,0,1,8,8,0,1,1,1,3,18,0,2,16,1,3,24,4,5,0,0,5,6,2,0,21,1,7,0,1,0,25,4,0,3,24,1,7,0,0,6,0,2,0,0,1,0,5,1,3,3,0,0,0,1,2,6,0,18,0,10,0,2,0,0,4,0,2,5,27,2,1,1,2,1,0,11,2,0,12,0,1,3,0,3,3,0,1,1,15,0,0,0,1,0,0,6,1,6,2,0,12,1,5,0,0,5,0,1,0,2,0,1,1,0,4,0,0,0,4,0,3,4,0,0,0,7,0,1,0,0,5,0,6,13,15,0,4,36,11,15,100,0,15,9,32,1,2,0,1,0,0,17,0,0,20,1,0,0,1,58,0,2,0,9,1,0,11,0,1
2018-08-05,1,15,False,0,62,1,0,0,2,9,34,0,0,0,1,18,0,100,1,1,2,0,14,0,15,22,0,1,0,0,6,1,6,7,0,5,0,3,0,2,1,6,3,8,0,18,20,0,0,4,18,40,2,0,1,6,0,0,0,9,0,1,10,0,0,100,0,0,0,0,1,6,3,0,0,0,5,24,0,1,1,0,0,0,0,0,33,18,0,0,0,23,1,0,0,2,21,16,1,0,6,1,4,14,1,95,3,7,0,53,1,2,0,0,1,3,0,0,0,1,0,0,2,0,0,1,15,23,10,0,1,2,0,0,5,0,2,3,0,1,6,0,12,6,9,2,1,0,4,16,0,0,0,6,2,7,0,6,3,2,0,0,2,11,24,0,1,100,8,0,0,1,0,4,28,0,2,20,0,2,29,4,13,0,1,4,5,4,0,10,0,10,0,2,0,20,3,0,3,29,2,6,0,0,5,0,1,0,0,1,0,4,0,0,3,0,0,0,1,2,5,0,4,2,12,0,2,0,0,0,0,7,2,38,2,0,1,2,2,0,13,2,3,9,0,1,2,0,3,0,0,1,2,18,1,0,0,0,1,0,8,1,7,2,0,9,3,100,0,0,12,1,1,0,1,0,1,0,0,0,1,0,0,4,0,15,6,0,0,0,15,0,1,1,0,3,0,0,0,17,1,1,38,9,3,16,0,3,10,3,1,1,0,1,0,0,21,0,0,3,1,0,0,0,17,0,0,0,8,1,0,11,1,1
2018-08-12,1,19,False,0,57,1,0,0,2,12,37,0,0,0,7,13,0,73,0,0,2,2,20,0,11,14,0,1,0,0,7,0,4,6,0,5,0,3,0,1,0,10,5,6,0,22,22,0,0,2,18,32,4,0,0,3,0,0,5,8,0,1,6,1,0,33,0,0,0,0,2,8,2,0,0,0,3,17,0,1,1,0,0,0,2,0,31,20,0,0,0,27,1,0,1,2,23,13,1,0,5,1,7,13,1,34,4,8,0,50,2,5,1,0,1,3,0,0,0,1,0,0,2,0,0,0,13,23,6,0,1,2,0,0,4,0,2,3,0,2,4,0,11,3,4,2,2,2,14,18,0,0,0,5,2,9,0,8,5,2,0,0,1,12,23,0,1,3,14,0,0,2,1,1,16,0,2,20,0,1,19,1,3,0,0,4,4,9,0,9,0,5,0,1,1,24,3,0,4,26,2,6,0,0,4,0,1,0,0,1,0,4,0,3,3,0,0,1,1,0,4,0,15,0,23,0,1,0,0,1,0,10,0,50,3,1,0,2,1,0,17,5,7,13,0,0,3,0,3,1,0,1,1,17,0,0,0,0,0,0,7,1,8,1,0,14,2,35,0,0,5,1,1,1,1,0,1,0,0,3,1,0,0,3,0,5,3,0,1,0,7,8,0,0,1,3,0,6,25,15,3,0,52,8,0,11,0,2,17,1,1,0,10,1,0,0,21,0,0,1,1,0,0,0,5,0,1,0,7,0,0,11,0,1
2018-08-19,1,17,False,0,73,1,0,0,2,18,38,0,0,0,2,14,0,31,0,100,3,1,18,0,10,9,0,1,0,0,7,1,4,6,0,7,0,3,0,0,1,5,3,3,0,10,35,0,0,3,11,44,1,0,0,2,0,0,6,7,0,1,6,0,0,19,0,0,0,0,2,7,2,0,0,0,4,17,0,1,1,0,0,0,2,0,33,100,0,0,0,33,1,0,1,3,30,14,1,0,5,0,9,12,0,32,3,8,0,44,1,3,1,0,1,3,0,0,1,1,0,0,2,0,0,0,11,26,5,1,1,2,0,0,2,0,2,3,0,1,6,0,11,3,22,3,1,1,7,5,1,0,0,5,2,9,0,8,3,2,0,0,1,6,22,0,1,2,6,0,1,1,1,1,13,0,1,20,1,1,27,1,2,0,1,3,4,2,0,7,0,7,0,1,0,80,5,0,3,24,4,6,0,0,5,0,1,0,1,1,0,4,0,1,3,0,0,0,4,1,4,0,18,0,9,0,2,0,0,3,0,0,0,41,3,1,0,2,1,0,5,3,7,9,0,1,2,0,4,0,2,2,1,18,0,0,3,0,1,0,12,2,6,1,0,14,2,20,0,0,2,0,0,1,0,0,1,0,0,4,1,0,0,4,0,2,4,0,0,0,15,0,0,0,0,3,0,6,0,14,1,2,42,8,0,5,0,13,9,0,4,0,5,100,0,0,20,0,0,1,1,1,0,0,5,0,0,0,17,2,0,10,0,1
2018-08-26,1,15,False,0,77,1,0,0,2,8,26,0,0,0,2,15,0,34,0,23,2,13,15,0,11,10,1,1,1,0,8,1,4,9,0,5,0,3,0,1,0,4,5,4,0,8,30,0,0,2,17,42,4,0,0,4,0,0,0,7,0,1,5,1,0,21,0,0,1,0,9,4,3,0,0,0,3,15,0,1,3,0,0,5,2,0,35,38,0,0,0,32,1,0,1,2,29,13,1,0,5,1,8,13,0,31,4,9,0,51,2,8,0,0,1,3,0,0,0,2,0,0,2,0,0,0,13,24,7,0,1,1,0,0,2,0,2,3,0,1,7,0,11,3,9,2,0,3,1,4,0,0,0,8,2,9,0,8,4,2,0,0,2,7,31,0,1,2,6,0,1,1,1,1,20,0,3,23,1,1,25,1,3,0,0,4,5,2,0,9,0,5,0,0,0,39,1,0,3,22,2,6,0,0,5,0,1,0,0,1,0,4,1,0,3,0,0,0,7,0,3,0,31,0,10,0,2,0,0,5,0,5,0,34,1,1,1,2,1,0,8,3,0,11,0,1,4,0,5,1,2,1,1,22,0,0,0,1,0,0,14,1,7,1,0,12,2,13,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,6,0,5,5,0,0,0,15,0,0,0,0,3,0,0,12,14,12,1,35,11,1,4,0,2,9,0,1,0,5,17,0,1,100,3,0,1,1,1,0,5,22,0,0,0,4,1,0,10,0,1
2018-09-02,1,14,False,0,71,1,0,0,3,14,41,0,0,0,2,13,0,37,0,4,4,10,17,0,10,16,0,2,0,0,7,1,6,11,0,5,0,3,0,1,1,7,3,7,0,14,30,0,0,1,15,34,4,0,0,0,0,0,0,7,0,1,6,1,0,42,1,0,0,0,2,7,1,0,0,0,3,11,0,1,2,0,1,2,2,0,32,28,0,0,0,25,0,0,1,2,30,14,1,0,4,0,6,9,0,38,3,9,0,51,2,5,0,0,2,3,0,0,0,2,0,0,2,0,0,1,15,28,5,1,1,1,0,0,2,0,1,3,0,2,5,0,10,2,5,1,1,0,0,2,0,0,1,6,2,7,0,6,2,2,0,0,2,8,26,0,1,1,15,0,0,4,1,1,13,0,1,27,0,3,34,2,2,0,2,4,4,4,0,8,0,8,0,1,0,21,2,0,5,22,2,6,0,0,4,0,1,1,0,1,0,5,0,1,3,0,0,0,3,0,5,0,28,0,11,1,3,0,0,3,0,2,2,27,2,1,1,2,1,0,12,2,13,10,1,0,2,0,3,0,1,1,1,17,0,3,1,0,2,0,14,1,7,1,0,18,3,11,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,5,0,3,1,0,1,0,15,0,0,0,1,3,0,6,0,11,4,1,38,11,3,4,1,2,8,0,1,0,2,15,0,0,34,15,43,2,1,13,0,31,5,0,1,0,5,1,0,9,0,1
2018-09-09,1,11,False,0,63,1,0,0,3,13,24,0,0,0,1,15,0,71,0,3,65,1,19,0,11,19,0,1,1,0,7,0,6,8,0,5,0,4,0,2,0,4,4,9,0,11,19,0,0,5,15,36,3,0,8,1,0,0,0,6,0,1,5,0,0,17,2,1,0,0,3,7,1,0,0,0,4,11,0,1,1,0,0,0,2,0,32,27,0,0,0,31,0,0,1,2,23,22,0,0,4,0,7,7,0,26,3,9,0,46,3,5,1,0,1,3,0,0,1,2,0,0,2,0,0,1,13,20,7,1,1,1,0,0,2,0,2,4,0,2,5,0,10,6,7,3,2,1,1,4,0,0,1,6,2,8,0,8,3,2,0,1,1,4,22,0,1,6,22,0,0,1,1,3,36,0,2,23,1,5,29,2,3,0,0,6,6,0,0,7,0,8,0,1,0,17,3,0,2,24,10,6,0,0,3,0,2,0,0,1,0,4,0,0,4,0,0,0,2,0,5,0,37,0,8,0,2,0,0,2,0,5,0,38,2,1,0,2,1,0,3,2,0,19,0,0,2,0,3,0,0,2,1,18,0,0,0,1,1,0,22,1,7,1,0,26,2,8,0,0,4,0,1,2,1,0,1,1,0,0,1,1,0,4,0,4,4,0,0,0,15,8,0,0,0,3,0,0,12,7,3,1,39,10,1,13,0,5,7,0,1,6,2,6,0,0,26,6,100,38,1,5,0,18,2,0,0,0,8,1,0,11,0,1
2018-09-16,1,25,False,0,59,1,0,0,4,7,27,0,11,0,1,14,0,49,1,3,11,2,14,0,13,19,0,0,0,0,7,0,6,7,0,6,0,3,0,1,0,3,8,6,0,20,38,0,0,3,14,39,2,0,16,3,0,0,0,7,0,1,5,1,0,13,1,1,1,0,2,6,1,0,0,0,3,12,0,1,1,0,1,2,2,0,32,22,0,0,1,32,1,0,0,2,28,11,1,0,5,0,9,10,0,30,3,7,0,48,2,5,0,0,2,3,0,0,0,2,0,0,2,0,0,1,14,23,4,0,1,1,0,0,2,0,2,5,0,4,4,0,10,22,6,3,1,4,8,2,1,0,1,11,2,6,0,5,4,1,0,0,2,9,23,0,1,6,14,0,0,1,1,1,9,0,2,34,0,1,37,2,3,0,0,5,4,0,0,8,0,10,0,1,0,11,7,0,3,28,1,5,0,0,3,0,2,0,0,1,0,4,0,0,3,0,0,0,2,0,4,0,39,0,7,0,3,0,0,4,0,5,2,44,2,2,0,2,1,0,12,2,17,9,0,1,2,24,2,0,1,2,1,16,0,0,1,1,1,0,21,1,9,1,0,14,2,8,0,0,4,0,0,0,1,0,1,1,0,1,1,0,0,8,0,2,4,0,0,0,0,0,0,0,0,3,0,0,0,9,2,2,41,9,3,4,0,1,9,0,1,1,1,6,0,0,26,5,11,6,1,19,0,48,100,0,1,0,5,2,0,9,0,1
2018-09-23,1,16,False,0,61,1,0,0,3,11,22,0,0,0,1,13,0,9,0,3,5,1,16,0,16,24,0,1,0,0,9,1,8,6,0,8,0,3,0,1,1,5,0,5,0,12,36,0,0,3,16,45,2,0,8,0,0,0,0,6,0,1,4,0,0,11,0,1,0,0,4,8,1,0,0,0,2,6,0,1,1,0,1,2,2,0,33,19,0,0,0,24,0,0,0,2,25,9,1,0,4,0,12,9,0,32,3,7,0,44,2,2,0,0,1,3,0,0,0,2,0,0,2,0,0,1,15,25,5,17,1,2,0,0,2,0,3,3,0,1,3,0,12,5,10,4,1,1,8,2,0,0,2,12,1,7,0,7,4,1,0,0,1,5,28,0,1,7,8,0,1,1,1,4,10,0,2,26,0,1,39,2,2,0,1,5,4,2,0,7,0,9,0,1,0,13,1,0,3,15,1,5,0,0,4,0,1,0,0,0,0,5,1,1,4,0,0,1,1,1,4,0,43,0,8,0,2,0,0,2,0,5,0,40,2,1,2,2,1,0,15,5,10,13,0,0,2,1,1,0,1,1,1,17,1,0,1,1,0,0,20,1,9,1,0,9,3,8,1,0,7,0,1,2,1,0,1,1,0,2,2,0,0,11,0,3,1,0,0,0,7,0,2,0,0,3,0,6,0,13,1,0,40,9,3,0,0,15,10,0,1,0,1,9,0,0,21,2,3,2,1,100,0,3,51,9,100,0,4,1,0,9,0,1
2018-09-30,1,26,False,0,63,1,0,0,2,8,25,0,11,0,1,11,0,11,0,1,4,2,21,0,15,16,0,1,0,0,9,0,7,6,0,7,0,3,0,1,0,2,6,5,0,10,58,0,0,2,14,43,2,0,3,1,0,0,0,6,0,1,5,0,0,10,0,1,1,0,2,5,1,0,3,0,3,12,0,1,1,0,0,7,2,0,31,29,0,0,0,23,1,0,0,2,24,9,1,0,3,0,8,8,0,36,3,7,0,41,1,3,0,0,2,3,0,0,0,2,0,0,2,0,0,1,12,22,4,8,0,1,0,0,1,0,3,4,0,2,2,0,13,7,8,1,1,1,1,2,1,0,2,10,1,7,0,7,3,1,0,0,1,7,24,0,0,57,12,0,1,1,0,1,15,0,2,29,0,0,45,2,2,0,3,4,4,0,0,5,0,7,0,1,0,8,0,0,3,24,3,5,0,0,3,0,2,1,0,2,0,4,0,0,3,0,0,0,0,0,5,0,32,0,8,0,1,0,0,4,0,5,2,45,1,3,0,2,1,0,12,2,3,20,0,1,2,1,3,0,1,1,1,18,0,0,0,0,1,0,19,3,8,1,0,9,2,5,1,0,3,0,1,0,1,0,1,1,0,0,1,0,0,8,0,3,1,0,1,0,0,0,1,0,0,3,0,18,0,12,2,1,41,8,0,7,1,4,7,0,1,0,0,10,0,0,18,2,2,1,1,81,0,8,7,1,11,0,5,1,0,8,0,1
2018-10-07,1,24,False,0,54,1,0,0,3,10,35,0,0,0,1,11,0,6,0,3,8,0,18,0,12,33,1,1,1,0,11,1,7,8,0,6,0,3,0,1,1,3,5,7,0,12,37,0,0,3,14,32,3,0,2,2,0,0,3,6,0,1,5,1,1,8,0,0,0,0,2,10,1,0,0,0,3,10,0,1,1,0,0,2,5,0,35,25,0,0,0,23,1,0,1,2,26,8,0,0,4,0,7,12,0,35,4,8,0,47,2,2,0,0,6,3,0,0,1,2,0,0,2,0,0,1,12,22,4,4,1,2,0,0,1,0,2,3,0,3,2,0,10,5,3,5,0,3,1,2,1,0,0,10,1,6,0,5,4,1,0,1,1,9,18,0,1,5,12,0,1,0,1,1,13,0,3,31,0,3,54,2,1,0,1,3,4,15,0,5,0,11,0,1,0,16,3,0,2,28,4,7,0,0,3,0,1,1,0,2,0,3,1,1,10,0,0,1,1,0,3,0,20,0,6,1,2,0,0,6,0,0,0,32,2,4,0,2,1,0,16,2,0,11,0,0,2,1,3,1,1,0,1,17,0,0,1,0,0,0,15,1,17,2,0,4,2,5,1,0,3,0,0,1,0,0,1,1,0,3,0,2,0,5,0,7,2,0,0,0,0,0,1,1,1,3,0,12,12,9,0,1,34,10,1,25,0,4,14,0,1,0,0,6,0,0,15,1,2,0,1,26,0,1,5,0,10,1,3,5,0,9,2,1
2018-10-14,1,14,False,0,55,0,0,0,2,8,26,0,0,0,1,16,0,10,0,1,4,1,21,0,12,23,0,1,1,0,16,1,5,5,0,6,0,4,0,1,0,6,4,9,0,9,45,0,0,3,13,31,1,0,2,2,0,0,0,6,0,1,5,0,0,7,0,0,0,0,3,9,1,0,0,0,4,10,0,2,1,0,0,0,0,0,36,19,0,0,1,21,2,0,1,2,21,11,0,0,4,0,9,13,1,29,2,7,0,100,2,3,0,0,6,2,0,0,0,2,0,0,2,0,0,1,12,21,5,4,0,1,0,0,4,0,2,7,0,1,3,0,10,5,6,2,1,2,0,2,0,0,0,8,2,7,0,6,3,2,0,0,1,5,19,1,1,7,10,0,0,1,0,1,16,0,2,34,1,0,22,1,1,0,0,5,4,9,0,6,1,7,0,1,0,10,2,0,2,27,2,5,0,0,3,0,1,0,0,1,0,4,0,0,6,0,0,1,1,0,3,0,40,0,9,0,3,0,0,8,0,2,0,41,1,1,0,2,1,0,10,3,34,10,0,0,2,0,3,0,1,1,1,15,0,0,0,0,3,0,14,3,13,2,0,6,1,6,1,0,4,0,1,0,0,0,1,0,0,3,3,0,0,4,0,61,2,0,0,0,0,0,1,0,1,2,0,0,0,18,0,3,40,6,1,0,2,3,12,0,1,0,0,4,0,0,18,1,1,0,1,4,0,0,3,0,2,6,7,1,0,8,0,1
2018-10-21,1,16,False,0,54,1,0,0,2,9,69,0,0,0,4,13,0,12,0,2,7,2,24,0,11,30,0,1,0,0,13,19,6,7,0,7,0,3,0,1,0,3,3,5,0,14,46,0,0,3,15,39,2,0,1,7,1,0,0,6,0,1,4,0,0,11,0,0,0,0,3,8,1,0,0,0,3,13,0,1,5,0,0,0,7,0,37,18,0,0,0,24,1,0,0,1,20,8,1,0,3,0,7,18,0,28,3,7,0,55,2,3,0,0,2,3,0,0,0,1,0,0,1,0,0,1,14,21,20,4,1,1,0,0,1,0,2,7,0,2,2,0,9,5,5,2,1,3,2,1,0,0,0,9,2,6,0,6,3,1,0,0,1,9,21,0,0,3,7,0,0,1,1,4,10,0,3,28,1,1,23,1,2,0,1,4,5,7,0,5,1,8,0,1,0,19,5,0,2,24,1,5,0,0,3,0,1,0,0,0,0,4,0,0,6,0,0,0,1,0,4,0,28,0,8,1,2,0,0,6,0,0,2,29,2,1,0,2,1,0,11,0,17,12,0,1,2,0,2,0,0,1,1,15,0,0,0,0,1,0,14,1,6,2,0,8,2,5,1,0,3,0,1,2,1,0,0,0,0,4,5,0,0,5,0,21,2,1,0,0,7,8,1,1,0,3,0,6,0,42,1,0,38,7,0,31,0,8,10,0,1,0,0,2,0,0,15,0,0,0,1,2,0,3,4,0,2,0,30,1,12,12,1,1
2018-10-28,1,15,False,0,64,1,0,0,2,10,77,0,0,0,1,10,0,4,0,1,9,2,18,0,10,24,1,1,1,0,13,17,5,8,0,6,0,2,0,1,0,3,2,4,0,13,40,0,0,3,12,34,3,0,0,3,0,0,0,6,0,1,5,1,1,9,0,0,0,0,2,7,2,0,0,0,3,9,0,1,1,0,0,0,0,0,35,22,0,0,0,27,1,0,1,2,20,9,0,0,3,0,4,13,0,27,7,7,0,53,1,2,0,0,1,3,0,0,0,1,0,0,2,0,0,0,12,24,33,3,1,1,0,0,1,0,2,13,0,4,2,0,8,3,4,4,0,1,1,2,0,0,0,7,3,8,0,7,2,1,0,0,1,55,28,0,1,5,5,0,1,1,1,6,6,0,2,26,0,3,18,2,1,0,0,3,4,9,0,4,0,6,0,1,0,13,0,0,3,33,2,5,0,0,4,0,2,0,0,1,0,4,0,1,9,0,0,0,1,0,3,0,18,0,8,1,2,0,0,4,0,5,0,61,3,0,2,3,1,0,14,3,17,9,0,1,1,0,2,0,1,1,1,18,1,3,0,1,0,0,19,1,5,1,0,7,2,5,1,0,2,0,0,1,1,1,1,0,0,4,1,1,0,4,0,4,4,0,0,0,0,0,1,0,1,3,0,6,12,18,2,1,46,8,0,16,0,5,6,0,2,0,0,2,0,0,16,1,1,1,1,2,0,1,3,0,4,0,21,2,44,9,0,1
2018-11-04,1,12,False,0,88,1,0,0,3,12,100,0,0,0,5,21,0,4,0,1,12,2,21,0,9,34,0,1,0,0,12,3,7,8,0,15,0,2,0,1,0,3,5,4,0,16,31,0,0,3,14,38,2,0,1,2,0,0,3,6,0,1,4,0,0,9,0,0,0,0,15,5,2,0,6,0,2,16,0,1,1,0,0,0,2,0,33,18,0,0,0,23,1,0,1,2,22,11,0,0,4,0,6,17,0,27,3,6,0,69,2,10,0,0,1,2,0,0,0,1,0,0,2,0,0,0,21,23,20,2,1,1,0,0,1,0,2,13,0,1,2,0,7,5,10,2,2,2,8,1,1,0,0,6,2,7,0,6,4,1,0,0,1,13,18,0,1,4,9,0,0,1,1,3,11,0,3,26,1,3,13,2,1,0,1,5,6,23,0,5,0,8,0,1,0,25,1,0,4,30,3,5,0,0,3,0,2,0,0,1,0,3,0,0,11,0,0,0,4,0,3,0,27,0,14,0,2,0,0,6,0,2,0,50,2,2,2,3,1,0,17,2,0,11,0,0,2,0,2,1,1,1,1,19,1,0,1,1,1,0,19,2,9,1,0,5,1,5,0,0,2,0,0,1,1,1,1,1,0,1,0,2,0,4,0,2,4,0,0,0,7,0,1,0,0,3,0,0,0,10,2,1,33,11,1,9,0,5,9,0,2,0,0,8,0,0,17,1,1,0,1,3,0,1,5,0,11,0,9,1,4,9,0,1
